fecha,idema,estacion_meteo,provincia_meteo,altitud_meteo,temp_media,precipitacion,prec_traza,temp_min,temp_max,viento_vel_media,direccion_viento,racha_max,insolacion,presion_max,presion_min,anio_meteo,mes_meteo,dia_meteo
2021-06-16,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,26.0,1.8,False,21.1,31.0,4.2,12,13.1,4.4,984.5,978.2,2021,6,16
2021-06-17,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,20.9,6.6,False,16.5,25.3,3.6,22,17.8,5.9,983.2,978.2,2021,6,17
2021-06-18,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,22.7,0.0,False,15.5,29.9,5.0,12,12.5,11.0,985.0,981.1,2021,6,18
2021-06-19,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,23.8,6.2,False,20.1,27.4,3.6,12,10.0,5.1,985.3,981.4,2021,6,19
2021-06-20,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,23.6,0.0,False,19.3,28.0,3.3,26,13.3,6.7,981.5,977.8,2021,6,20
2021-06-21,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,22.1,0.0,False,17.2,27.0,3.6,31,15.6,8.7,983.6,979.2,2021,6,21
2021-06-22,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,20.2,0.2,False,14.8,25.6,5.3,32,13.3,10.0,988.4,983.4,2021,6,22
2021-06-23,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,19.2,0.2,False,15.3,23.2,6.9,31,14.4,9.4,992.4,987.5,2021,6,23
2021-06-24,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,20.6,0.0,False,14.1,27.2,6.4,30,12.2,14.6,992.8,989.5,2021,6,24
2021-06-25,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,23.8,0.0,False,15.6,31.9,2.8,30,9.7,13.9,992.4,984.7,2021,6,25
2021-06-26,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,25.6,2.8,False,18.8,32.3,4.2,14,13.1,9.0,986.4,980.7,2021,6,26
2021-06-27,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,26.8,0.0,False,17.9,35.6,3.6,31,15.6,12.1,984.9,977.4,2021,6,27
2021-06-28,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,22.0,0.0,False,15.4,28.7,4.7,30,10.3,13.2,988.1,983.7,2021,6,28
2021-06-29,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,22.0,0.0,False,16.1,28.0,5.0,31,10.3,14.5,989.6,985.5,2021,6,29
2021-06-30,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,24.0,0.0,False,16.2,31.9,2.8,12,10.8,13.7,988.8,983.6,2021,6,30
2021-07-01,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,27.4,0.0,False,20.4,34.5,1.9,99,9.2,9.6,988.1,982.9,2021,7,1
2021-07-02,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,28.4,0.0,False,20.0,36.9,3.1,31,11.7,13.9,987.4,981.3,2021,7,2
2021-07-03,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,28.2,0.0,False,21.3,35.0,2.2,29,10.8,10.1,986.0,981.2,2021,7,3
2021-07-04,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,27.0,0.0,False,21.5,32.5,4.7,30,9.4,14.1,985.1,982.6,2021,7,4
2021-07-05,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,28.4,0.0,False,20.3,36.6,3.3,12,10.0,14.3,985.1,977.0,2021,7,5
2021-07-06,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,24.0,3.2,False,18.4,29.5,3.6,31,11.4,1.6,985.0,979.1,2021,7,6
2021-07-07,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,22.0,0.0,False,15.6,28.5,5.0,31,15.3,13.9,992.5,984.9,2021,7,7
2021-07-08,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,21.5,0.0,False,15.8,27.2,6.4,30,13.3,14.4,994.6,991.2,2021,7,8
2021-07-09,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,24.1,0.0,False,15.5,32.7,1.7,31,6.1,13.9,994.4,986.3,2021,7,9
2021-07-10,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,27.7,0.0,False,20.9,34.5,4.2,31,11.1,13.8,987.9,983.6,2021,7,10
2021-07-11,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,27.1,0.0,False,19.2,35.0,4.4,12,12.2,10.5,987.4,978.5,2021,7,11
2021-07-12,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,21.2,0.0,False,16.6,25.8,10.3,99,16.7,13.2,989.5,979.7,2021,7,12
2021-07-13,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,19.4,0.0,False,15.4,23.5,8.3,31,15.8,10.5,991.8,989.2,2021,7,13
2021-07-14,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,20.4,0.0,False,15.6,25.3,8.9,31,18.3,11.2,991.6,989.3,2021,7,14
2021-07-15,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,22.8,0.0,False,15.7,29.9,6.1,31,14.2,13.8,991.9,986.9,2021,7,15
2021-07-16,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,24.0,0.0,False,16.0,32.0,7.2,32,13.9,13.8,990.8,986.1,2021,7,16
2021-07-17,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,26.2,0.0,False,17.9,34.5,5.8,30,16.4,13.7,989.5,984.0,2021,7,17
2021-07-18,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,27.1,0.0,False,20.2,34.0,7.8,30,13.9,13.8,986.3,981.5,2021,7,18
2021-07-19,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,28.7,0.0,False,21.2,36.2,3.6,29,9.7,13.6,985.0,979.7,2021,7,19
2021-07-20,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,29.8,0.0,True,21.9,37.8,2.5,28,16.7,11.1,987.1,981.2,2021,7,20
2021-07-21,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,30.2,0.0,False,22.1,38.3,3.1,14,9.4,,988.4,983.9,2021,7,21
2021-07-22,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,31.8,0.0,False,23.7,39.9,4.4,13,9.7,13.4,987.8,981.3,2021,7,22
2021-07-23,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,30.8,0.0,False,22.1,39.4,3.1,30,14.2,9.4,983.3,976.4,2021,7,23
2021-07-24,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,25.6,0.0,False,19.2,32.0,5.0,99,11.1,11.4,982.5,978.8,2021,7,24
2021-07-25,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,24.8,0.4,False,18.8,30.7,6.4,99,13.3,10.7,983.4,979.1,2021,7,25
2021-07-26,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,23.9,0.0,False,17.9,29.9,5.6,29,13.6,12.0,986.3,983.0,2021,7,26
2021-07-27,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,26.1,0.0,False,18.2,34.0,3.3,31,17.8,9.6,986.2,979.4,2021,7,27
2021-07-28,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,26.4,0.0,False,19.2,33.7,3.3,31,13.6,12.1,986.3,982.6,2021,7,28
2021-07-29,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,28.0,0.0,False,19.9,36.2,5.3,12,10.6,9.2,986.0,978.7,2021,7,29
2021-07-30,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,25.8,0.0,False,20.5,31.2,8.1,30,15.0,13.1,984.1,980.5,2021,7,30
2021-07-31,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,21.0,0.0,True,16.8,25.2,9.4,32,18.3,7.3,986.1,981.3,2021,7,31
2021-08-01,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,21.0,0.0,False,15.0,26.9,6.7,99,14.2,12.5,987.3,984.3,2021,8,1
2021-08-02,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,23.2,0.0,True,15.3,31.2,3.3,21,8.6,12.0,987.9,982.9,2021,8,2
2021-08-03,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,25.3,0.0,True,17.7,32.9,3.9,31,9.2,9.3,987.7,980.8,2021,8,3
2021-08-04,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,25.7,0.0,True,21.0,30.4,4.2,32,11.7,11.3,987.9,982.2,2021,8,4
2021-08-05,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,26.6,0.0,False,17.8,35.4,2.5,31,14.2,13.3,987.5,979.1,2021,8,5
2021-08-06,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,26.6,0.0,False,19.2,34.0,3.3,30,13.3,13.2,982.9,974.5,2021,8,6
2021-08-07,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,24.5,0.0,False,18.9,30.1,5.3,31,12.5,13.1,985.1,977.0,2021,8,7
2021-08-08,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,23.8,0.0,False,17.3,30.2,3.6,30,10.3,12.8,987.3,983.5,2021,8,8
2021-08-09,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,27.2,0.0,False,20.6,33.9,4.7,14,10.0,11.9,988.1,983.6,2021,8,9
2021-08-10,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,28.6,0.0,False,21.2,36.0,3.9,14,9.7,12.8,987.2,982.5,2021,8,10
2021-08-11,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,29.5,14.2,False,21.7,37.3,4.4,34,16.9,,991.3,,2021,8,11
2021-08-12,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,30.9,0.0,False,22.1,39.7,1.9,30,14.4,12.4,992.3,984.6,2021,8,12
2021-08-13,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,29.7,0.0,False,20.9,38.5,3.9,30,11.4,12.1,993.2,987.1,2021,8,13
2021-08-14,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,32.4,0.0,False,23.2,41.5,2.8,27,20.3,10.0,989.4,984.0,2021,8,14
2021-08-15,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,27.1,0.0,False,20.4,33.8,7.2,30,16.1,12.3,989.4,984.4,2021,8,15
2021-08-16,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,22.8,0.0,False,18.2,27.5,12.5,31,19.7,13.1,991.8,988.8,2021,8,16
2021-08-17,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,22.0,0.0,False,17.8,26.3,10.6,32,17.5,13.1,992.5,989.0,2021,8,17
2021-08-18,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,22.2,0.0,False,16.1,28.2,7.2,30,16.1,13.0,991.2,984.7,2021,8,18
2021-08-19,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,23.0,0.0,False,16.2,29.7,3.3,99,8.9,11.1,987.8,982.2,2021,8,19
2021-08-20,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,26.7,0.0,False,18.7,34.7,2.8,13,10.0,12.7,986.0,981.9,2021,8,20
2021-08-21,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,29.4,0.0,False,21.4,37.3,2.2,31,11.9,11.0,989.2,984.0,2021,8,21
2021-08-22,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,27.0,0.0,False,20.3,33.6,5.6,30,14.4,12.5,991.4,987.2,2021,8,22
2021-08-23,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,25.4,0.0,False,20.2,30.6,6.7,30,15.0,12.5,990.7,984.9,2021,8,23
2021-08-24,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,24.2,0.0,False,18.2,30.2,4.2,30,13.9,12.6,987.2,981.5,2021,8,24
2021-08-25,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,25.6,0.0,False,19.1,32.2,2.8,30,8.9,9.8,984.5,980.8,2021,8,25
2021-08-26,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,26.9,0.0,False,19.8,34.0,2.2,30,8.1,10.0,985.4,981.7,2021,8,26
2021-08-27,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,27.2,0.0,False,21.1,33.4,5.8,99,10.6,10.6,985.0,981.7,2021,8,27
2021-08-28,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,24.9,0.0,False,19.0,30.8,7.5,32,17.5,12.4,985.7,981.5,2021,8,28
2021-08-29,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,23.3,0.0,False,16.7,29.9,3.9,31,10.0,10.7,986.2,981.4,2021,8,29
2021-08-30,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,23.3,0.2,False,17.6,29.0,2.8,29,8.6,4.3,985.8,982.5,2021,8,30
2021-08-31,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,24.6,3.0,False,18.7,30.5,2.8,12,7.8,8.7,988.2,983.8,2021,8,31
2021-09-01,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,21.0,36.8,False,17.4,24.6,5.0,08,11.4,0.9,989.3,985.2,2021,9,1
2021-09-02,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,21.9,2.8,False,16.7,27.1,2.5,22,12.8,9.4,988.5,985.4,2021,9,2
2021-09-03,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,23.7,0.0,False,18.1,29.3,1.4,33,5.8,9.6,987.5,983.9,2021,9,3
2021-09-04,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,25.2,0.0,False,18.5,31.9,2.2,11,6.4,12.3,986.9,983.0,2021,9,4
2021-09-05,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,26.9,0.0,False,20.3,33.5,1.9,13,6.4,10.0,988.5,985.2,2021,9,5
2021-09-06,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,27.4,0.0,False,20.8,34.1,2.8,13,8.9,6.5,990.5,986.9,2021,9,6
2021-09-07,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,27.7,0.0,False,22.5,32.9,6.4,12,11.4,6.5,988.4,983.4,2021,9,7
2021-09-08,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,26.8,0.0,False,20.3,33.4,2.5,30,9.4,10.7,984.4,979.9,2021,9,8
2021-09-09,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,24.0,0.0,True,19.4,28.5,2.2,22,9.2,4.3,984.9,982.5,2021,9,9
2021-09-10,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,23.6,0.0,False,18.7,28.6,4.7,31,8.6,12.0,989.8,984.6,2021,9,10
2021-09-11,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,23.5,0.0,False,17.2,29.8,1.9,29,7.5,9.5,989.8,985.0,2021,9,11
2021-09-12,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,25.1,0.0,False,17.9,32.3,2.2,35,7.5,10.1,987.2,982.5,2021,9,12
2021-09-13,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,24.8,0.0,False,20.9,28.6,3.3,20,9.4,2.1,986.5,983.2,2021,9,13
2021-09-14,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,21.4,2.6,False,18.8,24.1,1.7,26,8.3,0.0,985.5,983.0,2021,9,14
2021-09-15,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,23.1,0.8,False,17.6,28.6,1.1,30,7.8,8.1,986.0,983.5,2021,9,15
2021-09-16,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,22.2,0.0,False,18.6,25.9,6.9,32,12.8,8.8,,,2021,9,16
2021-09-17,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,22.5,0.8,False,15.6,29.4,2.2,32,8.9,,988.9,981.6,2021,9,17
2021-09-18,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,18.5,0.0,True,15.0,22.0,5.6,31,12.5,6.8,989.6,983.7,2021,9,18
2021-09-19,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,18.5,0.0,False,13.0,24.0,5.6,30,12.8,11.7,992.0,988.5,2021,9,19
2021-09-20,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,18.6,0.0,False,14.5,22.7,8.1,31,16.9,10.4,993.2,990.3,2021,9,20
2021-09-21,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,18.6,0.2,False,13.4,23.9,3.6,31,11.9,11.0,994.1,991.0,2021,9,21
2021-09-22,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,17.6,0.0,False,12.2,23.1,1.9,30,6.4,6.1,993.3,989.7,2021,9,22
2021-09-23,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,19.6,0.0,False,14.3,24.8,3.9,12,9.2,8.3,991.6,988.5,2021,9,23
2021-09-24,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,20.2,7.2,False,14.9,25.6,3.1,99,10.0,4.9,989.3,984.6,2021,9,24
2021-09-25,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,21.9,1.2,False,16.2,27.6,2.5,28,9.2,5.7,988.4,985.2,2021,9,25
2021-09-26,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,20.6,0.0,False,14.8,26.5,1.9,24,8.1,11.6,991.4,988.4,2021,9,26
2021-09-27,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,21.4,0.0,False,15.1,27.6,3.1,30,8.9,10.5,993.1,989.7,2021,9,27
2021-09-28,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,20.2,0.0,False,13.9,26.6,2.2,31,10.6,8.8,993.1,988.5,2021,9,28
2021-09-29,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,19.8,0.0,False,15.8,23.7,6.7,30,13.9,11.2,997.1,992.8,2021,9,29
2021-09-30,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,19.3,0.0,False,13.9,24.7,3.6,31,12.5,11.1,997.2,991.6,2021,9,30
2021-10-01,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,19.2,0.0,False,12.4,26.1,2.2,23,7.2,8.6,992.5,988.2,2021,10,1
2021-10-02,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,20.4,0.0,False,13.1,27.8,3.3,14,8.3,8.7,988.8,979.6,2021,10,2
2021-10-03,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,17.2,8.8,False,12.6,21.9,3.9,99,15.0,0.0,986.5,976.7,2021,10,3
2021-10-04,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,15.9,0.0,False,11.4,20.4,7.2,30,16.1,9.4,989.4,985.9,2021,10,4
2021-10-05,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,16.4,0.0,False,10.0,22.7,3.1,30,9.2,6.3,993.1,987.8,2021,10,5
2021-10-06,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,17.4,0.0,False,14.1,20.8,6.4,31,15.6,10.2,995.7,993.0,2021,10,6
2021-10-07,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,18.3,0.0,False,11.2,25.4,5.6,30,12.8,11.2,993.6,987.2,2021,10,7
2021-10-08,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,16.8,0.0,False,10.2,23.5,2.5,30,8.9,11.1,990.9,988.2,2021,10,8
2021-10-09,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,15.6,0.0,False,9.6,21.7,3.9,29,10.0,11.0,992.5,989.7,2021,10,9
2021-10-10,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,16.4,0.0,False,10.7,22.0,3.9,28,10.3,10.8,993.5,990.5,2021,10,10
2021-10-11,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,15.8,0.0,False,9.9,21.8,3.6,30,9.7,10.8,994.6,990.7,2021,10,11
2021-10-12,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,17.2,0.0,False,10.7,23.6,5.8,30,14.4,10.9,991.8,985.9,2021,10,12
2021-10-13,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,17.3,0.0,False,11.4,23.2,5.3,32,12.2,10.8,991.9,988.0,2021,10,13
2021-10-14,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,14.6,0.0,False,7.0,22.2,1.4,28,7.5,10.6,993.9,990.1,2021,10,14
2021-10-15,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,16.6,0.0,False,10.0,23.3,3.1,28,7.2,7.9,990.8,986.2,2021,10,15
2021-10-16,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,15.8,0.0,False,11.3,20.4,1.1,28,8.9,7.5,989.3,986.5,2021,10,16
2021-10-17,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,17.6,0.2,False,13.1,22.0,0.8,99,3.6,2.3,991.3,987.3,2021,10,17
2021-10-18,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,18.0,0.0,False,11.3,24.6,1.1,13,4.7,10.0,994.9,991.2,2021,10,18
2021-10-19,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,18.9,0.0,False,13.1,24.7,2.2,11,6.7,6.6,996.7,992.2,2021,10,19
2021-10-20,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,19.0,0.0,False,13.5,24.4,3.3,11,7.5,8.4,993.2,986.2,2021,10,20
2021-10-21,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,16.6,0.0,False,13.2,19.9,5.6,32,10.8,2.7,990.0,987.3,2021,10,21
2021-10-22,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,15.3,0.0,False,10.1,20.5,6.1,32,15.6,10.3,992.9,988.9,2021,10,22
2021-10-23,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,13.0,0.0,False,7.7,18.2,2.5,30,12.2,10.5,993.5,990.3,2021,10,23
2021-10-24,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,12.2,0.0,False,4.4,19.9,1.4,20,7.5,10.3,994.5,991.0,2021,10,24
2021-10-25,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,13.1,0.0,False,4.8,21.4,1.7,25,6.1,10.3,993.3,989.7,2021,10,25
2021-10-26,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,14.8,0.0,False,9.2,20.5,3.1,32,8.1,10.2,995.4,991.7,2021,10,26
2021-10-27,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,13.4,0.0,False,6.3,20.6,1.1,11,3.9,10.2,993.7,989.4,2021,10,27
2021-10-28,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,15.0,1.2,False,10.3,19.6,2.8,12,7.5,4.8,989.5,983.4,2021,10,28
2021-10-29,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,14.4,3.8,False,12.1,16.8,2.2,14,8.6,0.6,983.4,977.0,2021,10,29
2021-10-30,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,16.6,0.0,True,13.9,19.3,2.5,14,12.2,0.0,980.4,972.9,2021,10,30
2021-10-31,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,19.7,6.8,False,14.6,24.8,4.4,26,14.7,3.4,980.4,976.9,2021,10,31
2021-11-01,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,14.0,0.0,True,10.2,17.8,5.3,99,11.1,7.5,982.7,978.3,2021,11,1
2021-11-02,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,13.8,1.6,False,9.5,18.2,4.7,26,17.2,6.0,982.6,974.8,2021,11,2
2021-11-03,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,10.8,0.2,False,7.0,14.7,5.3,31,13.9,7.9,981.0,975.2,2021,11,3
2021-11-04,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,9.4,0.0,False,5.4,13.4,6.4,30,13.3,8.2,988.2,981.0,2021,11,4
2021-11-05,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,10.4,0.0,False,7.1,13.8,7.2,33,16.7,9.3,994.8,988.1,2021,11,5
2021-11-06,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,9.6,0.0,False,6.0,13.3,9.7,30,17.8,9.8,996.6,993.5,2021,11,6
2021-11-07,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,11.4,0.0,False,7.9,14.9,10.6,31,20.3,7.8,994.5,989.4,2021,11,7
2021-11-08,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,13.8,0.0,False,10.7,17.0,9.4,32,20.0,9.8,989.4,986.3,2021,11,8
2021-11-09,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,11.4,0.0,False,7.0,15.8,5.6,30,14.2,9.7,990.9,987.9,2021,11,9
2021-11-10,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,9.5,0.0,False,3.1,15.9,5.3,29,9.7,8.9,991.2,985.7,2021,11,10
2021-11-11,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,10.8,0.0,False,6.1,15.5,3.6,31,10.0,5.7,990.0,988.1,2021,11,11
2021-11-12,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,13.4,0.0,False,8.8,17.9,5.8,29,11.7,9.3,989.5,985.9,2021,11,12
2021-11-13,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,12.4,0.0,False,7.6,17.3,4.7,31,13.3,8.2,990.3,988.0,2021,11,13
2021-11-14,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,13.6,0.0,False,10.2,16.9,11.1,31,20.8,8.7,988.0,985.5,2021,11,14
2021-11-15,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,12.0,0.0,False,8.9,15.1,9.2,32,18.6,9.2,989.5,986.2,2021,11,15
2021-11-16,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,11.4,0.0,False,8.2,14.5,6.7,30,14.7,8.9,990.9,988.4,2021,11,16
2021-11-17,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,10.3,0.0,False,7.2,13.4,8.9,31,17.5,9.0,995.0,989.9,2021,11,17
2021-11-18,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,9.6,0.0,False,4.5,14.7,4.2,30,10.3,9.2,999.2,994.8,2021,11,18
2021-11-19,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,7.6,0.0,False,1.0,14.2,1.4,11,4.7,9.2,1000.3,996.3,2021,11,19
2021-11-20,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,7.8,0.0,True,4.2,11.3,1.1,99,3.9,0.8,996.9,989.1,2021,11,20
2021-11-21,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,11.3,0.4,False,6.8,15.8,5.8,31,10.6,7.8,989.1,981.5,2021,11,21
